X,Y,Depth (m)
363246.2305051221,5800351.337105994,3.28
363247.0510686147,5800351.548065693,3.30
363247.8669583601,5800351.738008651,3.30
363248.69668884965,5800351.935358587,3.30
363249.5312496673,5800352.134800606,3.30
363250.3690006489,5800352.3263634285,3.32
363251.2095999387,5800352.522299273,3.31
363252.049301945,5800352.710469322,3.30
363252.8811683591,5800352.91109962,3.31
363253.6797772647,5800353.117104587,3.32
363254.46943739994,5800353.320019008,3.33
363255.28483288485,5800353.4921692675,3.33
363256.10716663196,5800353.644093619,3.34
363256.9330015906,5800353.774774439,3.34
363257.7755898762,5800353.894973855,3.36
363258.61873343826,5800354.035191573,3.35
363259.45255552215,5800354.18345885,3.34
363260.27900729683,5800354.336382622,3.35
363261.1090194759,5800354.494772643,3.36
363261.94513191876,5800354.651880601,3.38
363262.7841260537,5800354.789988175,3.38
363263.62569338793,5800354.897974167,3.38
363264.46952035325,5800355.013688448,3.38
363265.3010823818,5800355.154228562,3.40
363266.1359580151,5800355.291337967,3.39
363266.969103474,5800355.390654335,3.42
363267.8072669348,5800355.47424999,3.42
363268.65682380745,5800355.575337353,3.42
363269.49482781894,5800355.702343763,3.42
363270.31939204724,5800355.836400965,3.43
363271.1368019041,5800355.982899487,3.44
363271.96158196765,5800356.124741803,3.45
363272.7839172283,5800356.252183387,3.45
363273.62117805204,5800356.37698515,3.46
363274.4643540639,5800356.49383215,3.46
363275.31158662925,5800356.609453799,3.47
363276.166590428,5800356.734876814,3.47
363277.0180028881,5800356.853721738,3.46
363277.8753922361,5800356.966836148,3.47
363278.73213114426,5800357.081081722,3.47
363279.5917826662,5800357.177439049,3.47
363280.43911011546,5800357.271912402,3.48
363281.28916249046,5800357.366310316,3.49
363282.14661594015,5800357.457164173,3.49
363283.001963937,5800357.545850624,3.50
363283.8546794695,5800357.637949161,3.52
363284.7078576457,5800357.746729644,3.52
363285.5487707948,5800357.880335909,3.51
363286.33304835635,5800358.0121742,3.51
363287.10447748005,5800358.123222435,3.51
363287.90278606466,5800358.220169582,3.52
363288.71859096433,5800358.308840768,3.52
363289.54279195995,5800358.356099134,3.52
363290.3715148665,5800358.394328424,3.52
363291.1829573066,5800358.448618769,3.53
363291.9913944884,5800358.517461275,3.53
363292.80915310857,5800358.578254563,3.54
363293.6328578098,5800358.632205225,3.54
363294.46220016247,5800358.668192067,3.55
363295.2962186537,5800358.700710434,3.54
363296.11388734716,5800358.733682378,3.55
363296.9323914784,5800358.772196165,3.56
363297.7533429711,5800358.800625435,3.56
363298.57178809086,5800358.812429721,3.56
363299.38707916054,5800358.7842545025,3.55
363300.22779203835,5800358.763165235,3.55
363301.0658107954,5800358.743263799,3.57
363301.91138488543,5800358.725378931,3.57
363302.76309014263,5800358.707324178,3.58
363303.6084791848,5800358.682766881,3.58
363304.4646419798,5800358.677944507,3.58
363305.31594081875,5800358.694403698,3.59
363306.1479771117,5800358.729204814,3.60
363306.9748410241,5800358.774166286,3.59
363307.80189271196,5800358.801315084,3.60
363308.6311450666,5800358.809482417,3.59
363309.46702478104,5800358.810788253,3.60
363310.3143005443,5800358.805100363,3.61
363311.1543602099,5800358.8096295,3.62
363312.00092110655,5800358.827334202,3.65
363312.8518469876,5800358.854934783,3.62
363313.68673146295,5800358.894110087,3.61
363314.5123252579,5800358.942446962,3.62
363315.3331195066,5800358.989804086,3.62
363316.1586852155,5800359.012543587,3.64
363316.994937696,5800359.002710611,3.63
363317.8397070856,5800358.980398883,3.63
363318.69246633875,5800358.951187902,3.63
363319.53460328176,5800358.932288386,3.64
363320.38057815266,5800358.928864246,3.63
363321.2282547093,5800358.937635791,3.63
363322.0571957228,5800358.959169708,3.64
363322.88204927836,5800358.980817104,3.64
363323.71938384464,5800358.985423937,3.63
363324.5546158459,5800358.963377813,3.64
363325.4007505429,5800358.916544075,3.65
363326.2451218986,5800358.855290701,3.66
363327.0822771437,5800358.804254328,3.64
363327.9222778509,5800358.7820765525,3.66
363328.7612552687,5800358.772170016,3.65
363329.5880011852,5800358.7637157375,3.68
363330.4013381289,5800358.763424206,3.67
363331.21674962423,5800358.764188263,3.68
363332.04879127996,5800358.75002269,3.66
363332.89281775686,5800358.725508193,3.67
363333.7500990381,5800358.687270641,3.66
363334.5927967618,5800358.639420802,3.68
363335.41190063255,5800358.5766436085,3.69
363336.2381281606,5800358.500313349,3.69
363337.0571424626,5800358.4097145405,3.69
363337.85330584017,5800358.306393713,3.68
363338.6913978439,5800358.190780803,3.67
363339.55039251526,5800358.066797696,3.68
363340.38799126045,5800357.933391155,3.70
363341.21001692413,5800357.779269989,3.70
363342.02996807813,5800357.6240935,3.70
363342.84654390556,5800357.470123703,3.70
363343.67067509296,5800357.318170529,3.71
363344.4898188774,5800357.183050388,3.71
363345.31103431387,5800357.07347137,3.70
363346.13704635354,5800356.989357934,3.71
363346.94862607913,5800356.925678294,3.72
363347.7573575309,5800356.857625851,3.72
363348.5776422231,5800356.763654833,3.73
363349.40145943116,5800356.6495524775,3.74
363350.23196575907,5800356.530812922,3.73
363351.0508263918,5800356.434655847,3.73
363351.8718232646,5800356.3417786155,3.73
363352.69566844706,5800356.253274457,3.73
363353.5190482215,5800356.172574163,3.73
363354.35391662625,5800356.088216604,3.74
363355.19064379926,5800355.997129807,3.75
363356.0260085146,5800355.906080925,3.75
363356.8658306515,5800355.828264316,3.75
363357.6908196487,5800355.756423914,3.75
363358.5071991597,5800355.6937261075,3.75
363359.32583820913,5800355.638756626,3.75
363360.1591254631,5800355.571138505,3.76
363360.9976190573,5800355.469986965,3.78
363361.8486246693,5800355.35290709,3.78
363362.6813601146,5800355.24078571,3.78
363363.50610263087,5800355.160049322,3.78
363364.31870309985,5800355.108586986,3.78
363365.1177095831,5800355.058614575,3.79
363365.91405276634,5800355.010942071,3.81
363366.72173044435,5800354.954051715,3.82
363367.5356040122,5800354.874730258,3.81
363368.3594496063,5800354.786228728,3.81
363369.1880947391,5800354.698707274,3.81
363370.01608948,5800354.612316962,3.81
363370.84139010496,5800354.527114442,3.79
363371.6703435653,5800354.45071461,3.80
363372.4958291874,5800354.372185088,3.81
363373.33091385884,5800354.295615589,3.81
363374.1587854085,5800354.204777496,3.84
363374.99944953236,5800354.083534655,3.84
363375.83568716963,5800353.950171927,3.84
363376.6787064349,5800353.815508403,3.83
363377.5256559632,5800353.699656656,3.85
363378.36095966614,5800353.60638733,3.85
363379.1983656561,5800353.539771267,3.85
363380.03270763357,5800353.46099755,3.85
363380.86516314535,5800353.363355696,3.86
363381.7011513086,5800353.245582533,3.86
363382.5391215832,5800353.125528627,3.86
363383.3827575863,5800353.013108657,3.86
363384.22267604846,5800352.914147559,3.86
363385.06779474736,5800352.830624122,3.88
363385.9089184873,5800352.750550476,3.88
363386.7556154699,5800352.674774407,3.88
363387.5989370868,5800352.60020501,3.88
363388.44414833724,5800352.520018512,3.88
363389.2904755173,5800352.43089744,3.89
363390.1320340309,5800352.341908674,3.91
363390.9645823216,5800352.247604893,3.89
363391.79369360884,5800352.152283529,3.90
363392.6278201818,5800352.065727111,3.90
363393.46188195364,5800352.001432116,3.92
363394.29680672043,5800351.968276628,3.92
363395.1253813839,5800351.951991878,3.93
363395.9458087739,5800351.961531466,3.93
363396.7800491053,5800351.9528808,3.93
363397.61776048376,5800351.921874597,3.94
363398.4582276526,5800351.891905144,3.94
363399.2897738346,5800351.88444254,3.95
363400.1305735898,5800351.915677737,3.96
363400.96440359706,5800351.966026788,3.95
363401.7863102426,5800352.0289491145,3.96
363402.60799790185,5800352.108572259,3.97
363403.4482055557,5800352.167648785,3.97
363404.28971726506,5800352.199977933,3.98
363405.13906485436,5800352.219847364,3.99
363405.985218705,5800352.272081697,3.99
363406.8134072133,5800352.3648810815,4.00
363407.6203814936,5800352.479414976,4.00
363408.416579138,5800352.598699523,4.00
363409.22838691657,5800352.690840255,4.00
363410.0453672359,5800352.772821017,4.02
363410.8680780744,5800352.840174457,4.03
363411.7057145617,5800352.904888496,4.02
363412.5490166679,5800352.977236503,4.02
363413.39145260333,5800353.042930807,4.02
363414.2388420969,5800353.11516584,4.03
363415.0755165937,5800353.194375767,4.05
363415.93872536044,5800353.296223048,4.05
363416.7700698216,5800353.404518278,4.05
363417.60330388695,5800353.507196414,4.06
363418.4388314627,5800353.5942295045,4.06
363419.23478868895,5800353.655647786,4.06
363420.03929387685,5800353.705699608,4.07
363420.854079291,5800353.75769266,4.08
363421.6623945511,5800353.797622408,4.08
363422.4940876948,5800353.844695358,4.08
363423.3006981475,5800353.896915322,4.10
363424.0738694632,5800353.923350554,4.10
363424.84598975786,5800353.93645934,4.10
363425.6237140411,5800353.954977845,4.11
363426.41363568325,5800353.995418002,4.10
363427.2153815647,5800354.068919892,4.11
363428.0280239227,5800354.166605433,4.11
363428.83676367335,5800354.271077082,4.12
363429.6464344879,5800354.359941426,4.12
363430.4538766688,5800354.442189806,4.14
363431.2522161834,5800354.515786724,4.13
363432.07105115365,5800354.615527302,4.14
363432.8931314768,5800354.758584082,4.14
363433.6890097064,5800354.940208054,4.14
363434.463019767,5800355.169182921,4.15
363435.2249488944,5800355.429655881,4.17
363436.0148704387,5800355.691579372,4.17
363436.8052916644,5800355.922325873,4.16
363437.61222004716,5800356.133694615,4.16
363438.411035087,5800356.347514211,4.17
363439.2031574794,5800356.590456668,4.18
363439.99431443214,5800356.872380084,4.19
363440.77360607503,5800357.193586424,4.19
363441.54462687543,5800357.536168522,4.18
363442.2971308284,5800357.874811826,4.20
363443.0397241636,5800358.224859539,4.22
363443.7821941521,5800358.5704588825,4.21
363444.54851088335,5800358.890912273,4.21
363445.31860686175,5800359.200131345,4.21
363446.0984557689,5800359.516871162,4.22
363446.8710882082,5800359.8438277785,4.22
363447.64142690285,5800360.1864296915,4.25
363448.4211796161,5800360.524319029,4.26
363449.19523583015,5800360.853462501,4.24
363449.9667518258,5800361.189354306,4.24
363450.7378637453,5800361.535274183,4.25
363451.4993765766,5800361.879234143,4.26
363452.2671128816,5800362.2263607355,4.27
363453.03704683273,5800362.578991432,4.25
363453.799055728,5800362.9162601475,4.26
363454.57190273935,5800363.2510028,4.28
363455.3696439596,5800363.598411654,4.29
363456.1415014418,5800363.922052216,4.28
363456.900107197,5800364.234930241,4.27
363457.68187500146,5800364.547166774,4.28
363458.46739127097,5800364.847056881,4.30
363459.2493780183,5800365.142592982,4.30
363460.03653733,5800365.4279691605,4.30
363460.8101368793,5800365.691461591,4.31
363461.58135376096,5800365.942777431,4.32
363462.36885869515,5800366.191416264,4.33
363463.1628062759,5800366.426521078,4.31
363463.97041289543,5800366.637875218,4.33
363464.7629124856,5800366.820710628,4.32
363465.56770865875,5800366.979833112,4.35
363466.37318601407,5800367.138936858,4.34
363467.1720665501,5800367.30601427,4.35
363467.97546572145,5800367.488548282,4.34
363468.7479282768,5800367.686407975,4.35
363469.4991147774,5800367.903777651,4.35
363470.27590750484,5800368.134906845,4.35
363471.06595529476,5800368.35231334,4.37
363471.8606212321,5800368.539541756,4.37
363472.6825982729,5800368.728239791,4.38
363473.5819807098,5800368.757864749,4.38
363474.4121597301,5800368.971934285,4.39
363475.1836632927,5800369.159804763,4.41
363475.9337095564,5800369.336026955,4.40
363476.73949773563,5800369.48176807,4.41
363477.5955363462,5800369.669523509,4.42
363478.4113129928,5800369.905139098,4.41
363479.23665770225,5800370.141602791,4.43
363480.0593081735,5800370.3792542135,4.43
363480.8665636715,5800370.651834327,4.42
363481.6627308361,5800370.942529249,4.42
363482.45443724137,5800371.244477572,4.42
363483.2361713727,5800371.555605994,4.45
363484.0275079673,5800371.8442091225,4.46
363484.815807878,5800372.146252156,4.45
363485.59215339774,5800372.459756125,4.43
363486.37605403835,5800372.775276921,4.45
363487.1641072446,5800373.068423362,4.47
363487.9573330621,5800373.351409911,4.47
363488.7503739863,5800373.627723865,4.48
363489.55536911276,5800373.892577142,4.47
363490.3645131762,5800374.159541594,4.50
363491.16616352677,5800374.426713706,4.51
363491.9801721327,5800374.672397201,4.50
363492.79836047767,5800374.921303996,4.50
363493.61778801715,5800375.16572471,4.51
363494.4346445098,5800375.4157816265,4.52
363495.25270939997,5800375.660240342,4.53
363496.0817700888,5800375.883248188,4.54
363496.90033126075,5800376.121015586,4.55
363497.71715661103,5800376.36996092,4.56
363498.53720327886,5800376.612139339,4.55
363499.34631925763,5800376.853507614,4.54
363500.1727161774,5800377.078815845,4.56
363500.9878091456,5800377.3144539995,4.57
363501.8140827159,5800377.53531402,4.58
363502.62905233377,5800377.766503962,4.59
363503.44408346293,5800377.999918278,4.59
363504.2665773282,5800378.232013099,4.60
363505.08863624104,5800378.473023884,4.62
363505.9002572037,5800378.73101844,4.62
363506.7054044525,5800379.001435094,4.62
363507.5163710539,5800379.285046413,4.63
363508.3308053354,5800379.570787786,4.63
363509.137807496,5800379.858961032,4.64
363509.9366655042,5800380.148472895,4.63
363510.72818377655,5800380.4437529845,4.63
363511.51632655796,5800380.740239641,4.64
363512.3076253109,5800381.052220655,4.52
363513.1136032366,5800381.352665598,4.66
363513.9076650621,5800381.616712503,4.67
363514.716309923,5800381.890372498,4.68
363515.5235576449,5800382.187443743,4.68
363516.31894331326,5800382.499312216,4.69
363517.1085980567,5800382.825808147,4.69
363517.8871335602,5800383.169306673,4.69
363518.6625744886,5800383.499535326,4.69
363519.4602497838,5800383.8202446755,4.70
363520.25244428415,5800384.13999293,4.71
363521.0546070868,5800384.47504693,4.71
363521.84967647167,5800384.824766106,4.71
363522.6015853032,5800385.14229123,4.74
363523.34376434155,5800385.502378839,4.75
363524.11186868616,5800385.813890904,4.76
363524.89114983904,5800386.135110388,4.80
363525.67597315286,5800386.459515464,4.82
363526.4494616698,5800386.793138269,4.81
363527.2324258059,5800387.124272897,4.79
363528.0181763604,5800387.457556444,4.80
363528.79785725963,5800387.793234105,4.80
363529.56319745304,5800388.15268136,4.80
363530.30592972785,5800388.532788171,4.80
363531.043027255,5800388.906373256,4.81
363531.7804364232,5800389.26659414,4.83
363532.53983749007,5800389.583913294,4.83
363533.3186248231,5800389.887340164,4.84
363534.1115640637,5800390.184810484,4.86
363534.9010623659,5800390.505748627,4.87
363535.68765088246,5800390.820089608,4.87
363536.4365558014,5800391.12768317,4.88
363537.1341832066,5800391.430018614,4.89
363537.81481041876,5800391.733937772,4.87
363538.50358158385,5800392.036518583,4.90
363539.22143416636,5800392.30601817,4.90
363539.9578725461,5800392.532710351,4.92
363540.73630115617,5800392.749336393,4.91
363541.51955991786,5800392.968054782,4.91
363542.32158532273,5800393.175124031,4.93
363543.11736029515,5800393.353429146,4.94
363543.913851141,5800393.508342138,4.93
363544.7278693302,5800393.656092202,4.95
363545.5519212747,5800393.796886798,4.96
363546.3732482246,5800393.937756962,4.96
363547.1983238813,5800394.066280786,4.97
363548.0075116371,5800394.21193916,4.96
363548.81970135745,5800394.367531315,4.97
363549.64747101674,5800394.4948679935,4.97
363550.50683163013,5800394.5812632805,4.98
363551.32541834505,5800394.623155529,4.99
363552.1394211064,5800394.671852644,5.00
363552.9825590786,5800394.738663917,5.00
363553.8221984899,5800394.802233263,5.01
363554.6509917469,5800394.9172997335,4.99
363555.491704591,5800395.044279098,5.00
363556.30984029535,5800395.193030043,5.01
363557.1126849046,5800395.306589262,5.02
363557.914298102,5800395.375663783,5.03
363558.72621816513,5800395.472277458,5.04
363559.5679734412,5800395.6615551235,5.05
363560.3625923013,5800395.896656589,5.05
363561.1154630447,5800396.175206729,5.04
363561.85488969734,5800396.485292348,5.06
363562.6191485451,5800396.805820454,5.06
363563.365048738,5800397.103484406,5.07
363564.14476833167,5800397.366823185,5.07
